sentence,sentiment,opinion,aspect,subjectivity
"This will give a reader an understanding not just of cancer - it is excellent at accomplishing that - but of how things work , and don't , in medicine as a field .",POS,,,1
This woman is incredible .,POS,incredible,woman,0
"Thorough and well researched , this book about cancer is thoughtful and informative .",POS,informative,book,0
"Thorough and well researched , this book about cancer is thoughtful and informative .",POS,thoughtful,book,0
"Thorough and well researched , this book about cancer is thoughtful and informative .",POS,well,,0
Thoroughly enjoyable .,POS,enjoyable,,0
Thoroughly enjoyable .,POS,thoroughly,,0
"Thoroughly enjoyed reading this book , it gave me the exact info I was looking to find out and did it in an entertaining manner .",POS,enjoyed,book,0
"Thoroughly enjoyed reading this book , it gave me the exact info I was looking to find out and did it in an entertaining manner .",POS,entertaining,manner,0
"Thoroughly enjoyed reading this book , it gave me the exact info I was looking to find out and did it in an entertaining manner .",POS,exact,info,0
Thoroughly researched and referenced but written in a style that is easily read .,POS,easily,style,0
Thoroughly researched and referenced but written in a style that is easily read .,POS,Thoroughly,,0
"Those responsible must be brought to justice in a court of law , or failing that in the court of public opinion.My prayers go out to those affected by all of the abuse .",NEG,prayers,abuse,1
"Those responsible must be brought to justice in a court of law , or failing that in the court of public opinion.My prayers go out to those affected by all of the abuse .",NEG,prayers,affected,1
"Those responsible must be brought to justice in a court of law , or failing that in the court of public opinion.My prayers go out to those affected by all of the abuse .",NEG,prayers,All,1
"Those responsible must be brought to justice in a court of law , or failing that in the court of public opinion.My prayers go out to those affected by all of the abuse .",NEG,prayers,by,1
"Those responsible must be brought to justice in a court of law , or failing that in the court of public opinion.My prayers go out to those affected by all of the abuse .",NEG,prayers,of,1
"Those responsible must be brought to justice in a court of law , or failing that in the court of public opinion.My prayers go out to those affected by all of the abuse .",NEG,prayers,THE,1
"Those responsible must be brought to justice in a court of law , or failing that in the court of public opinion.My prayers go out to those affected by all of the abuse .",NEG,prayers,those,1
"Those responsible must be brought to justice in a court of law , or failing that in the court of public opinion.My prayers go out to those affected by all of the abuse .",NEG,,responsible,1
"Those responsible must be brought to justice in a court of law , or failing that in the court of public opinion.My prayers go out to those affected by all of the abuse .",NEG,,those,1
Though probably realistic there was no clear conclusion to one case .,NEG,clear,conclusion,0
Though probably realistic there was no clear conclusion to one case .,NEG,no,conclusion,0
Though probably realistic there was no clear conclusion to one case .,POS,probably,,0
Though probably realistic there was no clear conclusion to one case .,POS,realistic,,0
Thought this was a great read .,POS,great,read,0
Thoughtful and informative,POS,informative,,0
Thoughtful and informative,POS,Thoughtful,,0
"Three sisters and their cult survival , also the incredible and damaging effects of brainwash and mass mind control .",NEG,damaging,,0
"Three sisters and their cult survival , also the incredible and damaging effects of brainwash and mass mind control .",NEG,incredible,,0
"Three sisters of the same father , Kristina , Celeste , and Juliana , describe their harrowing accounts of childhoods .",NEG,harrowing,accounts,0
"Three sisters of the same father , Kristina , Celeste , and Juliana , describe their harrowing accounts of childhoods .",NEG,harrowing,childhoods,0
"Three sisters of the same father , Kristina , Celeste , and Juliana , describe their harrowing accounts of childhoods .",NEG,harrowing,of,0
"Three young women escaped by labeling what happened to them as wrong , and finding a way to survive outside the confines of their world.They paid a price no child should pay , and once they left , they needed to learn to survive in a completely different world than that which they knew.Follow Celeste , Kristina , and Juliana as they struggled through verbal , physical and sexual abuse .",NEG,,They,1
Thrilling !,POS,Thrilling,,0
"Thus although you will never know it , you will have been there at the initial motivation of that person and thus indirectly present at the earliest genesis of the eventual great idea.This book has THAT potential .",POS,,book,1
