sentence,aspect,sentiment,subjectivity
but there's this application called boot camp which allows you to add another os x like windows.,boot camp,neutral,1
but there's this application called boot camp which allows you to add another os x like windows.,windows,neutral,1
"i hope to edit this in the next few hours, i am going to try to install my own copy of windows 7.",windows 7,neutral,1
") i also purchased  applecare  for $300, which is a three year extended warranty, since i ve never seen any laptop that lasted more than two.",applecare,neutral,1
") i also purchased  applecare  for $300, which is a three year extended warranty, since i ve never seen any laptop that lasted more than two.",extended warranty,neutral,1
"i run windows via bootcamp for the couple programs i do not want to buy a mac version of, like my cad programs.",windows,neutral,1
"i run windows via bootcamp for the couple programs i do not want to buy a mac version of, like my cad programs.",programs,neutral,1
"i run windows via bootcamp for the couple programs i do not want to buy a mac version of, like my cad programs.",cad programs,neutral,1
"i run windows via bootcamp for the couple programs i do not want to buy a mac version of, like my cad programs.",bootcamp,neutral,1
"whenever i call dell about an unrelated problem, they ask me if my laptop is running slowly and if i'd like to purchase more memory for $75.",memory,neutral,1
take your time and go through the tutorials patiently.,tutorials,neutral,1
  i could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,online chat,neutral,1
"i made a photo book as a gift, on my computer, pushed ""buy"" and it drew from my itunes account and sent the book to my house, the book was of perfect quality-exactly how i had created it and looked better than i had even imagined.",itunes,neutral,1
when it come time for warranty service to toshiba you don't matter.,warranty service to toshiba,neutral,1
the downside to this netbook is pretty much the same for any netbook: screen size is not something i'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,neutral,1
the downside to this netbook is pretty much the same for any netbook: screen size is not something i'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,neutral,1
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,neutral,1
what i'd like is for the laptop to run well without having to purchase additional memory.,run,neutral,1
  they replaced my hard drive as well as my mother board.,hard drive,neutral,1
  they replaced my hard drive as well as my mother board.,mother board,neutral,1
"features such as the dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",features,neutral,1
"features such as the dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",dashboard,neutral,1
