sentence,aspect,sentiment,subjectivity
"they forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",sandwich,neutral,1
"they forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",plastic forks,neutral,1
"they forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",pita,neutral,1
"they forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",hummus platter,neutral,1
we ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,neutral,1
service was slow had to wait to order and get food although not crowded.,food,neutral,1
our first time in new york and we had to try a new york bagel.,new york bagel,neutral,1
i've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food.,ambience,neutral,1
i've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food.,food,neutral,1
"$160 for 2 fillets, 2 sides, an appetizer and drinks.",filets,neutral,1
"$160 for 2 fillets, 2 sides, an appetizer and drinks.",sides,neutral,1
"$160 for 2 fillets, 2 sides, an appetizer and drinks.",appetizer,neutral,1
"$160 for 2 fillets, 2 sides, an appetizer and drinks.",drinks,neutral,1
"while the prices are nothing special, the portions are huge.",prices,neutral,1
"we arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the past!",dinner,neutral,1
"the menu is prix fixe, so be prepared to spend at least $60 per person, but it is well worth it superb food.",prix fixe,neutral,1
we visited orsay during ny restaurant week and tried their $35 menu.,menu,neutral,1
i would have gotten some cole slaw and a knish if my stomach had more space.,cole slaw,neutral,1
i would have gotten some cole slaw and a knish if my stomach had more space.,knish,neutral,1
three of us arrived for dinner about 5:30 on a week night without reservations.,dinner,neutral,1
three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,neutral,1
your money could easily be better spent elsewhere (anywhere).,money,neutral,1
"of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",bagel,neutral,1
for dinner i had the chicken tikka masala and some garlic naan.,chicken tikka masala,neutral,1
for dinner i had the chicken tikka masala and some garlic naan.,garlic naan,neutral,1
for dinner i had the chicken tikka masala and some garlic naan.,dinner,neutral,1
it's just o.k. pizza.,pizza,neutral,1
"the food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, i thought it was just annoying.",food,neutral,1
"similar to other indian restaurants, they use the dinner special to attract customers at the door.",dinner special,neutral,1
"shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",group dinner,neutral,1
moderate prices.,prices,neutral,1
"however, service was as plain as sesame crusted salmon i had.",service,neutral,1
"however, service was as plain as sesame crusted salmon i had.",sesame crusted salmon,neutral,1
the food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral,1
"we only ordered desserts and drinks, but no refills were offered.",desserts,neutral,1
"we only ordered desserts and drinks, but no refills were offered.",drinks,neutral,1
"i have been here a few times for dinner, once for brunch and twice for lunch.",dinner,neutral,1
"i have been here a few times for dinner, once for brunch and twice for lunch.",brunch,neutral,1
"i have been here a few times for dinner, once for brunch and twice for lunch.",lunch,neutral,1
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,neutral,1
"the bread and lamb chops i had before the meal were quite good, however.",meal,neutral,1
"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",lobster cobb salad,neutral,1
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",chips,neutral,1
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",side,neutral,1
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",dim sum,neutral,1
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",dim sum atmosphere,neutral,1
"this place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",indian food,neutral,1
we were seated at the sushi bar in front of yasuda.,sushi bar,neutral,1
the prices are about $9 for an entree for dinner and even less for lunch.,dinner,neutral,1
"yes, there might be a wait if you have no reservations.",reservations,neutral,1
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",food,neutral,1
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",wine,neutral,1
